photo_id,dht_id,dqt_id,chr_id,width,height,quality,has_dri,has_thumbnail,marker_cnt,marker_order,marker_size,ifd_order,ifd_size,ifd0_unknown,ifd1_unknown,ifds_unknown,ifdi_unknown,ifdg_unknown,ifd0_bit,ifd1_bit,ifds_bit,ifdi_bit,ifdg_bit,ifd0_ImageDescription,ifd0_Make,ifd0_Model,ifd0_Orientation,ifd0_XResolution,ifd0_YResolution,ifd0_ResolutionUnit,ifd0_Software,ifd0_DateTime,ifd0_Artist,ifd0_WhitePoint,ifd0_PrimChromaticities,ifd0_YCbCrCoefficients,ifd0_YCbCrPositioning,ifd0_ReferenceBlackWhite,ifd0_Copyright,ifd0_ExifOffset,ifd0_GPSOffset,ifd0_XPTitle,ifd0_XPComment,ifd0_XPAuthor,ifd0_XPKeywords,ifd0_XPSubject,ifd0_CustomRendered,ifd0_ExposureMode,ifd0_WhiteBalance,ifd0_SceneCaptureType,ifd1_ImageWidth,ifd1_ImageLength,ifd1_BitsPerSample,ifd1_Compression,ifd1_PhotometricInterpretation,ifd1_StripOffsets,ifd1_SamplesPerPixel,ifd1_RowsPerStrip,ifd1_StripByteConunts,ifd1_XResolution,ifd1_YResolution,ifd1_PlanarConfiguration,ifd1_ResolutionUnit,ifd1_JpegIFOffset,ifd1_JpegIFByteCount,ifd1_YCbCrCoefficients,ifd1_YCbCrSubSampling,ifd1_YCbCrPositioning,ifd1_ReferenceBlackWhite,ifds_NewSubfileType,ifds_SubfileType,ifds_TransferFunction,ifds_Artist,ifds_Predictor,ifds_TileWidth,ifds_TileLength,ifds_TileOffsets,ifds_TileByteCounts,ifds_SubIFDs,ifds_JPEGTables,ifds_CFARepeatPatternDim,ifds_CFAPattern1,ifds_BatteryLevel,ifds_ExposureTime,ifds_FNumber,ifds_IPTC,ifds_InterColorProfile,ifds_ExposureProgram,ifds_SpectralSensitivity,ifds_GPSInfo,ifds_ISOSpeedRatings,ifds_OECF,ifds_Interlace,ifds_TimeZoneOffset,ifds_SelfTimerMode,ifds_ExifVersion,ifds_DateTimeOriginal,ifds_DateTimeDigitized,ifds_ComponentsConfiguration,ifds_CompressedBitsPerPixel,ifds_ShutterSpeedValue,ifds_ApertureValue,ifds_BrightnessValue,ifds_ExposureBiasValue,ifds_MaxApertureValue,ifds_SubjectDistance,ifds_MeteringMode,ifds_LightSource,ifds_Flash,ifds_FocalLength,ifds_FlashEnergy,ifds_SpatialFrequencyResponse1,ifds_Noise,ifds_ImageNumber,ifds_SecurityClassification,ifds_ImageHistory,ifds_SubjectLocation1,ifds_ExposureIndex1,ifds_TIFF,ifds_MakerNote,ifds_UserComment,ifds_SubSecTime,ifds_SubSecTimeOriginal,ifds_SubSecTimeDigitized,ifds_FlashPixVersion,ifds_ColorSpace,ifds_ExifImageWidth,ifds_ExifImageHeight,ifds_RelatedSoundFile,ifds_ExifInteroperabilityOffset,ifds_FlashEnergyUnsigned,ifds_SpatialFrequencyResponse2,ifds_FocalPlaneXResolution,ifds_FocalPlaneYResolution,ifds_FocalPlaneResolutionUnit,ifds_SubjectLocation2,ifds_ExposureIndex2,ifds_SensingMethod,ifds_FileSource,ifds_SceneType,ifds_CFAPattern2,ifds_CustomRendered,ifds_ExposureMode,ifds_WhiteBalance,ifds_DigitalZoomRatio,ifds_FocalLengthIn35mmFilm,ifds_SceneCaptureType,ifds_GainControl,ifds_Contrast,ifds_Saturation,ifds_Sharpness,ifds_DeviceSettingDescription,ifds_SubjectDistanceRange,ifds_ImageUniqueID,ifdi_InteroperabilityIndex,ifdi_InteroperabilityVersion,ifdi_RelatedImageFileFormat,ifdi_RelatedImageWidth,ifdi_RelatedImageLength,ifdg_GPSVersionID,ifdg_GPSLatitudeRef,ifdg_GPSLatitude,ifdg_GPSLongitudeRef,ifdg_GPSLongitude,ifdg_GPSAltitudeRef,ifdg_GPSAltitude,ifdg_GPSTimeStamp,ifdg_GPSSatellites,ifdg_GPSStatus,ifdg_GPSMeasureMode,ifdg_GPSDOP,ifdg_GPSSpeedRef,ifdg_GPSSpeed,ifdg_GPSTrackRef,ifdg_GPSTrack,ifdg_GPSImgDirectionRef,ifdg_GPSImgDirection,ifdg_GPSMapDatum,ifdg_GPSDestLatitudeRef,ifdg_GPSDestLatitude,ifdg_GPSDestLongitudeRef,ifdg_GPSDestLongitude,ifdg_GPSDestBearingRef,ifdg_GPSDestBearing,ifdg_GPSDestDistanceRef,ifdg_GPSDestDistance,ifdg_GPSProcessingMethod,ifdg_GPSAreaInformation,ifdg_GPSDateStamp,ifdg_GPSDifferential,whitelist
10000934815,1,34,2,4288,2848,98.205,0,0,7,1:2:3:4:5:6:7,0:2:65536:134:19:420:7037657,0:2:5:3:4:1,20:220:636:33406:30:20,0,0,0,0,0,011111111000010011000000000,0001000001101110010,0000000000000011001001000011111000110111100000000011111111101000000011101111111111010,11000,1000000000000000000000000000000,,6,8,"1 = Row 0: top, Col 0: left",300/1,300/1,Inch,7,"2011:08:06 16:00:36",,,,,Co-sited,,,"@ 0x00E4","@ 0x85FC",,,,,,,,,,,,,JPEG,,,,,,300/1,300/1,,Inch,"@ +0x867C = @ 0x8688","0x[0000242E] / 9262",,,Co-sited,,,,,,,,,,,,,,,,"10/5000 s",F3.5,,,Manual,,,200,,,,,02.21,"2011:08:06 16:00:36","2011:08:06 16:00:36","[Y Cb Cr .]",4/1,,,,"0.00 eV",36/10,,Pattern,unknown,"Flash did not fire","18 mm",,,,,,,,,,"@ 0x0360",,00,00,00,01.00,sRGB,4288,2848,,"@ 0x85DE",,,,,,,,"One-chip color area sensor",DSC,"A directly photographed image",,"Normal process","Manual exposure","Auto white balance",1/1,27,Standard,0,0,0,0,,0,,R98,01.00,,,,2.2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000953845,1,1,1,3776,2520,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10938:69:69:420:19:2571757,4:0:2:5:3:1,0:20:706:514:9684:30,3,0,1,0,0,011111111100010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000011101111111111000,10000,0000000000000000000000000000000,,4,46,"1 = Row 0: top, Col 0: left",180/1,180/1,Inch,5,"2013:01:25 18:16:17",,,,,Co-sited,,,"@ 0x02CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/500 s",F2.0,,,"Normal program",,,400,,,,,02.30,"2013:01:25 18:16:17","2013:01:25 18:16:17","[Y Cb Cr .]",4/1,,,,"0.00 eV",20/10,,Pattern,unknown,"Flash did not fire","5 mm",,,,,,,,,,"@ 0x04CC",,,,,01.00,sRGB,"0x[00000EC0] / 3776","0x[000009D8] / 2520",,"@ 0x2AA0",,,,,,,,"One-chip color area sensor",DSC,"A directly photographed image",,"Normal process","Auto exposure","Auto white balance",0/10,24,Standard,2,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000975695,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:2909795,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:02:16 21:31:48",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/800 s",F2.4,,,"Normal program",,,800,,,,,02.30,"2012:02:16 21:31:48","2012:02:16 21:31:48","[Y Cb Cr .]",4/1,,,,"0.00 eV",40/16,,Pattern,unknown,"Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Auto exposure","Auto white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000976015,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:3030542,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:02:16 21:31:41",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/800 s",F2.4,,,"Normal program",,,800,,,,,02.30,"2012:02:16 21:31:41","2012:02:16 21:31:41","[Y Cb Cr .]",4/1,,,,"0.00 eV",40/16,,Pattern,unknown,"Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Auto exposure","Auto white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000977935,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:2931809,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:02:16 21:31:35",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/1000 s",F2.4,,,"Normal program",,,800,,,,,02.30,"2012:02:16 21:31:35","2012:02:16 21:31:35","[Y Cb Cr .]",4/1,,,,"0.00 eV",40/16,,Pattern,unknown,"Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Auto exposure","Auto white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000978014,1,43,2,3264,2448,96.03999999999999,0,1,7,1:2:3:4:5:6:7,0:2:14408:134:19:420:1424368,4:0:2:5:3:1,0:20:216:4564:98:30,2,1,0,0,0,011111111000010010000000000,1101000001101110000,0000000000000011001001000011110111110101100000000011000111101000000000000110010000001,11000,0000000000000000000000000000000,,5,216,"6 = Row 0: right, Col 0: top",72/1,72/1,Inch,147,"2013:09:29 15:32:48",,,,,Centered,,,"@ 0x00E0",,,,,,,,,,,"0x[000000A0] / 160","0x[00000078] / 120",,JPEG,,,,,,72/1,72/1,,Inch,"@ +0x13B6 = @ 0x13C2","0x[00002488] / 9352",,,,,,,,,,,,,,,,,,,"1/976 s",F2.6,,,"Aperture priority",,,80,,,,,02.20,"2013:09:29 15:32:48","2013:09:29 15:32:48","[Y Cb Cr .]",,2543/256,276/100,2091/256,"0.00 eV",276/100,,CenterWeightedAverage,,"Flash did not fire","4 mm",,,,,,,,,,"@ 0x12B4",K,,,,01.00,sRGB,"0x[00000CC0] / 3264","0x[00000990] / 2448",,"@ 0x1316",,,,,,,,,,,,,"Auto exposure","Auto white balance",,,Standard,,,,,,,ZKFJ03,R98,01.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000980725,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:2577878,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:02:09 13:22:03",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/300 s",F2.4,,,"Normal program",,,400,,,,,02.30,"2012:02:09 13:22:03","2012:02:09 13:22:03","[Y Cb Cr .]",4/1,,,,"0.00 eV",40/16,,Pattern,unknown,"Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Auto exposure","Auto white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000980994,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:2716909,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:02:16 21:31:10",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/600 s",F2.4,,,"Normal program",,,800,,,,,02.30,"2012:02:16 21:31:10","2012:02:16 21:31:10","[Y Cb Cr .]",4/1,,,,"0.00 eV",40/16,,Pattern,unknown,"Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Auto exposure","Auto white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000981265,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:2323479,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:02:09 13:21:51",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/300 s",F2.4,,,"Normal program",,,250,,,,,02.30,"2012:02:09 13:21:51","2012:02:09 13:21:51","[Y Cb Cr .]",4/1,,,,"0.00 eV",40/16,,Pattern,unknown,"Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Auto exposure","Auto white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000981744,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:2743555,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:02:16 21:30:57",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/800 s",F2.4,,,"Normal program",,,800,,,,,02.30,"2012:02:16 21:30:57","2012:02:16 21:30:57","[Y Cb Cr .]",4/1,,,,"0.00 eV",40/16,,Pattern,unknown,"Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Auto exposure","Auto white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000984905,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:3210365,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:01:29 19:42:12",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/500 s",F2.4,,,"Normal program",,,200,,,,,02.30,"2012:01:29 19:42:12","2012:01:29 19:42:12","[Y Cb Cr .]",4/1,,,,"-0.70 eV",40/16,,Pattern,"other light source","Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Manual exposure","Manual white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000988684,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:2945229,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:01:29 19:34:46",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/400 s",F2.4,,,"Normal program",,,200,,,,,02.30,"2012:01:29 19:34:46","2012:01:29 19:34:46","[Y Cb Cr .]",4/1,,,,"-0.70 eV",40/16,,Pattern,"other light source","Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Manual exposure","Manual white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000990874,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:3444568,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:01:29 19:18:44",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/500 s",F2.4,,,"Normal program",,,200,,,,,02.30,"2012:01:29 19:18:44","2012:01:29 19:18:44","[Y Cb Cr .]",4/1,,,,"-0.70 eV",40/16,,Pattern,"other light source","Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Manual exposure","Manual white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000991594,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:3159125,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:01:29 19:09:45",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/600 s",F2.4,,,"Normal program",,,200,,,,,02.30,"2012:01:29 19:09:45","2012:01:29 19:09:45","[Y Cb Cr .]",4/1,,,,"-0.70 eV",40/16,,Pattern,"other light source","Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Manual exposure","Manual white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10000999916,1,229,2,4608,3456,93.975,0,1,7,1:2:3:5:4:6:7,0:2:19527:199:420:19:3596824,4:0:2:5:3:1,0:20:988:636:4800:30,1,0,0,0,0,111111111000010010000000000,0001000001101110000,0000000000000011001001000011111000110111100000000011000111101000000001101111111111000,11000,0000000000000000000000000000000,"OLYMPUS DIGITAL CAMERA",9,1439,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,12,"2013:09:29 14:59:30",,,,,Co-sited,,,"@ 0x03E4",,,,,,,,,,,,,,JPEG,,,,,,72/1,72/1,,Inch,"@ +0x23F4 = @ 0x2400","0x[00001E76] / 7798",,,,,,,,,,,,,,,,,,,"10/300 s",F3.0,,,"Creative program (depth of fi",,,100,,,,,02.21,"2013:09:29 14:59:30","2013:09:29 14:59:30","[Y Cb Cr .]",2/1,,,,"0.00 eV",317/100,,Pattern,unknown,"Flash did not fire","5 mm",,,,,,,,,,"@ 0x0660",,,,,01.00,sRGB,"0x[00001200] / 4608","0x[00000D80] / 3456",,"@ 0x1920",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Auto exposure","Auto white balance",0/100,25,Standard,1,0,0,0,,,,R98,01.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10001011556,1,1,1,3776,2520,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10938:69:69:420:19:2865709,4:0:2:5:3:1,0:20:706:514:9684:30,3,0,1,0,0,011111111100010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000011101111111111000,10000,0000000000000000000000000000000,,4,46,"1 = Row 0: top, Col 0: left",180/1,180/1,Inch,5,"2013:01:25 18:24:07",,,,,Co-sited,,,"@ 0x02CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/250 s",F2.0,,,"Normal program",,,400,,,,,02.30,"2013:01:25 18:24:07","2013:01:25 18:24:07","[Y Cb Cr .]",4/1,,,,"0.00 eV",20/10,,Pattern,unknown,"Flash did not fire","5 mm",,,,,,,,,,"@ 0x04CC",,,,,01.00,sRGB,"0x[00000EC0] / 3776","0x[000009D8] / 2520",,"@ 0x2AA0",,,,,,,,"One-chip color area sensor",DSC,"A directly photographed image",,"Normal process","Auto exposure","Auto white balance",0/10,24,Standard,2,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10001022966,1,9,2,3776,2520,97.405,1,1,9,1:2:12:3:4:5:9:6:7,0:2:32158:98:134:19:420:6:3195441,4:0:2:5:3:1,0:20:706:514:9684:30,3,1,1,0,0,011111111100010010000000000,0001000001101110010,0000000000000011001001000011111000110111100000000010000111101000000011101111111111000,11000,0000000000000000000000000000000,,4,46,"1 = Row 0: top, Col 0: left",180/1,180/1,Inch,5,"2012:10:23 20:28:50",,,,,Co-sited,,,"@ 0x02CA",,,,,,,,,,,,,,JPEG,,,,,,180/1,180/1,,Inch,"@ +0x2DF4 = @ 0x2E00","0x[000019C9] / 6601",,,Co-sited,,,,,,,,,,,,,,,,"10/800 s",F2.0,,,Manual,,,800,,,,,02.30,"2012:10:23 20:28:50","2012:10:23 20:28:50","[Y Cb Cr .]",4/1,,,,"0.00 eV",20/10,,Pattern,unknown,"Flash did not fire","5 mm",,,,,,,,,,"@ 0x04CC",,,,,01.00,sRGB,"0x[00000EC0] / 3776","0x[000009D8] / 2520",,"@ 0x2AA0",,,,,,,,"One-chip color area sensor",DSC,"A directly photographed image",,"Normal process","Auto exposure","Auto white balance",0/10,24,Standard,2,0,0,0,,,,R98,01.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10001038556,1,1,1,4000,3000,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:3103562,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:02:09 13:22:30",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/1250 s",F2.4,,,"Normal program",,,800,,,,,02.30,"2012:02:09 13:22:30","2012:02:09 13:22:30","[Y Cb Cr .]",4/1,,,,"-0.30 eV",40/16,,Pattern,unknown,"Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Manual exposure","Auto white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10001043196,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:2802036,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:01:29 20:34:21",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/400 s",F2.4,,,"Normal program",,,200,,,,,02.30,"2012:01:29 20:34:21","2012:01:29 20:34:21","[Y Cb Cr .]",4/1,,,,"-0.70 eV",40/16,,Pattern,"other light source","Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Manual exposure","Manual white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10001043556,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:3354318,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:01:29 20:34:45",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/400 s",F2.4,,,"Normal program",,,200,,,,,02.30,"2012:01:29 20:34:45","2012:01:29 20:34:45","[Y Cb Cr .]",4/1,,,,"-0.30 eV",40/16,,Pattern,unknown,"Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Manual exposure","Auto white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
10001046056,1,1,1,4000,2667,94.975,0,0,8,1:2:3:3:5:4:6:7,0:2:10768:69:69:420:19:3495753,4:0:2:5:3:1,0:20:248:454:10032:30,1,0,0,0,0,111111101000010010000000000,0000000000000000000,0000000000000011001001000011111000110111100000000010000111101000000001101110010111000,10000,0000000000000000000000000000000,,7,826,"1 = Row 0: top, Col 0: left",72/1,72/1,Inch,1,"2012:01:29 19:28:23",,,,,Co-sited,,,"@ 0x0100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/250 s",F2.4,,,"Normal program",,,200,,,,,02.30,"2012:01:29 19:28:23","2012:01:29 19:28:23","[Y Cb Cr .]",4/1,,,,"-0.70 eV",40/16,,Pattern,"other light source","Flash did not fire","4 mm",,,,,,,,,,"@ 0x02C6",,,,,01.00,sRGB,"0x[00000FA0] / 4000","0x[00000BB8] / 3000",,"@ 0x29F6",,,,,,,,,DSC,"A directly photographed image",,"Normal process","Manual exposure","Manual white balance",,,Standard,,0,0,0,,,,R98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
